Fecha de la actividad,Tipo de actividad,Distancia,Distancia.1,Tiempo en movimiento,Tiempo transcurrido,Tiempo transcurrido.1,Desnivel positivo,Ritmo cardiaco promedio,Velocidad promedio
"10 ago 2025, 0:47:26",Bicicleta,"6,88",6880.0,1431.0,2103,2103.0,44.0,,4.808
"9 ago 2025, 23:47:50",Bicicleta,"21,11",21115.4,3500.0,3574,3574.0,171.0,,6.033
"8 ago 2025, 13:52:11",Caminata,"3,95",3951.5,2498.0,2498,2498.0,64.9,,1.582
"7 ago 2025, 12:45:08",Carrera,"5,04",5046.1,1957.0,2103,2103.0,4.4,164.0,2.578
"7 ago 2025, 0:18:45",Carrera,"4,24",4241.9,1414.0,1511,1511.0,40.4,171.0,3.0
"5 ago 2025, 11:59:54",Bicicleta,"94,61",94610.9,16303.0,23871,23871.0,1185.0,144.0,5.803
"3 ago 2025, 13:58:39",Carrera,"5,30",5301.8,2936.0,8776,8776.0,204.9,109.0,1.806
"3 ago 2025, 13:04:43",Carrera,"4,23",4230.7,2228.0,3033,3033.0,322.4,161.0,1.899
"2 ago 2025, 11:09:24",Bicicleta,"30,36",30364.8,5790.0,6323,6323.0,506.0,,5.244
"1 ago 2025, 13:21:18",Carrera,"3,24",3241.5,1171.0,1449,1449.0,6.2,169.0,2.768
"31 jul 2025, 12:24:59",Bicicleta,"65,05",65057.4,10934.0,11962,11962.0,931.0,150.0,5.95
"30 jul 2025, 13:04:22",Caminata,"4,99",4998.9,3465.0,3571,3571.0,4.5,,1.443
"29 jul 2025, 23:33:20",Carrera,"8,35",8352.1,3204.0,3628,3628.0,139.3,178.0,2.607
"29 jul 2025, 13:34:37",Bicicleta,"40,05",40051.4,8340.0,10396,10396.0,606.0,139.0,4.86
"28 jul 2025, 13:24:02",Carrera,"2,13",2134.6,765.0,769,769.0,2.1,177.0,2.79
"27 jul 2025, 20:50:44",Bicicleta,"52,21",52213.4,8091.0,14263,14263.0,628.0,155.0,6.482
"26 jul 2025, 11:56:18",Caminata,"4,76",4763.1,3261.0,3280,3280.0,2.1,,1.461
"25 jul 2025, 22:51:47",Bicicleta,"38,64",38646.1,7272.0,11387,11387.0,511.0,151.0,5.491
"29 jun 2025, 14:27:26",Bicicleta,"5,29",5297.3,877.0,3949,3949.0,86.0,,6.04
"29 jun 2025, 11:10:49",Bicicleta,"28,17",28169.8,4564.0,4782,4782.0,385.0,159.0,6.172
"28 jun 2025, 22:01:02",Bicicleta,"5,41",5411.6,998.0,1214,1214.0,90.4,,5.422
"21 jun 2025, 18:43:24",Bicicleta,"13,96",13961.4,2326.0,27372,27372.0,110.6,,6.002
"14 jun 2025, 22:59:56",Bicicleta,"5,36",5363.6,1982.0,4920,4920.0,88.6,,2.706
"7 jun 2025, 17:19:40",Remo,22.221,22221.1,7206.0,8519,8519.0,504.2,,3.084
"6 jun 2025, 11:14:29",Bicicleta,"35,59",35593.4,6105.0,7005,7005.0,466.0,151.0,5.83
"1 jun 2025, 13:14:11",Bicicleta,"40,20",,,14943,,1589.4,158.0,
"30 may 2025, 12:24:41",Bicicleta,"58,78",58784.4,11091.0,11970,11970.0,1081.3,158.0,5.3
"23 may 2025, 13:09:28",Carrera,"5,02",5021.6,2054.0,2067,2067.0,8.0,172.0,2.445
"20 may 2025, 11:51:31",Bicicleta,"36,27",36269.2,5612.0,5810,5810.0,460.0,151.0,6.463
"17 may 2025, 21:56:07",Bicicleta,"5,33",5330.5,999.0,9021,9021.0,88.7,,5.336
"4 may 2025, 15:48:30",Bicicleta,"36,38",36386.6,12251.0,13169,13169.0,1455.7,151.0,2.97
"3 may 2025, 20:32:10",Bicicleta,"5,33",5331.7,968.0,13547,13547.0,89.2,,5.508
"2 may 2025, 22:04:03",Bicicleta,"7,50",7504.6,1627.0,2757,2757.0,75.7,,4.613
"2 may 2025, 11:48:03",Bicicleta,"77,60",77601.3,11635.0,15364,15364.0,684.0,144.0,6.67
"1 may 2025, 11:29:28",Bicicleta,"31,21",31212.7,4973.0,5431,5431.0,388.0,,6.276
"29 abr 2025, 11:42:58",Bicicleta,"42,17",42170.1,7475.0,8475,8475.0,729.0,150.0,5.641
"26 abr 2025, 18:00:48",Bicicleta,"7,88",7888.3,1467.0,9563,9563.0,65.0,,5.377
"24 abr 2025, 20:53:39",Bicicleta,"5,57",5572.0,1043.0,6859,6859.0,55.7,,5.342
"19 abr 2025, 10:06:35",Bicicleta,"108,63",108633.3,19416.0,32723,32723.0,2028.0,148.0,5.595
"18 abr 2025, 11:59:26",Bicicleta,"59,02",59020.8,10499.0,16616,16616.0,718.0,141.0,5.622
"16 abr 2025, 12:06:48",Bicicleta,"49,01",49009.3,7715.0,7884,7884.0,698.6,155.0,6.352
"12 abr 2025, 22:03:22",Bicicleta,"5,34",5343.4,912.0,8527,8527.0,89.7,,5.859
"6 abr 2025, 14:29:02",Carrera,"4,12",4123.3,1205.0,1205,1205.0,32.2,108.0,3.422
"4 abr 2025, 12:30:17",Bicicleta,"33,55",33552.7,5734.0,6000,6000.0,393.0,,5.852
"3 abr 2025, 12:19:55",Carrera,"5,11",5118.0,1572.0,1860,1860.0,9.0,170.0,3.256
"1 abr 2025, 12:58:33",Carrera,"5,20",5203.9,1612.0,1805,1805.0,10.7,169.0,3.228
"31 mar 2025, 11:56:31",Caminata,"4,90",4901.3,3181.0,3214,3214.0,0.0,,1.541
"30 mar 2025, 14:34:06",Bicicleta,"33,67",33675.3,8183.0,8302,8302.0,1168.8,161.0,4.115
"30 mar 2025, 14:01:10",Bicicleta,"3,41",3417.1,1098.0,1776,1776.0,27.0,132.0,3.112
"29 mar 2025, 13:04:20",Caminata,"8,07",8070.9,7711.0,15503,15503.0,395.0,,1.047
"28 mar 2025, 22:41:08",Bicicleta,"12,09",12098.5,2603.0,3818,3818.0,82.2,,4.648
"28 mar 2025, 13:17:43",Bicicleta,"28,22",28225.1,4841.0,5098,5098.0,265.7,,5.83
"26 mar 2025, 11:48:57",Bicicleta,"45,97",45977.6,9424.0,11022,11022.0,1206.7,153.0,4.879
"25 mar 2025, 12:39:43",Bicicleta,"30,74",30741.2,5695.0,5929,5929.0,404.0,121.0,5.398
"24 mar 2025, 12:00:09",Bicicleta,"72,03",72030.6,10304.0,11228,11228.0,1022.3,147.0,6.991
"22 mar 2025, 12:27:26",Bicicleta,"46,78",46783.9,9181.0,13130,13130.0,466.0,,5.096
"21 mar 2025, 12:00:22",Bicicleta,"33,40",33405.9,6602.0,7418,7418.0,690.6,139.0,5.06
"20 mar 2025, 20:19:24",Bicicleta,"32,79",32798.7,4790.0,5101,5101.0,434.0,152.0,6.847
"19 mar 2025, 13:14:09",Bicicleta,"40,13",40135.8,7084.0,7486,7486.0,704.3,145.0,5.666
"18 mar 2025, 13:07:05",Bicicleta,"51,57",51569.7,7631.0,8460,8460.0,651.0,147.0,6.758
"16 mar 2025, 16:58:06",Bicicleta,"35,76",35762.2,11189.0,13194,13194.0,1411.1,149.0,3.196
"15 mar 2025, 21:02:55",Bicicleta,"33,18",33179.6,7074.0,10135,10135.0,455.0,,4.69
"14 mar 2025, 21:21:44",Bicicleta,"7,49",7496.3,1862.0,6458,6458.0,56.3,,4.026
"14 mar 2025, 17:08:02",Bicicleta,"8,26",8265.5,1299.0,1299,1299.0,74.7,,6.363
"14 mar 2025, 12:29:33",Bicicleta,"43,69",43691.6,7261.0,8679,8679.0,646.0,142.0,6.017
"13 mar 2025, 12:13:21",Carrera,"5,72",5727.9,1800.0,1800,1800.0,6.4,172.0,3.182
"13 mar 2025, 0:22:16",Carrera,"5,04",5047.8,1768.0,1771,1771.0,7.9,161.0,2.855
"12 mar 2025, 0:47:02",Bicicleta,"1,54",1542.4,294.0,309,309.0,52.6,,5.246
"12 mar 2025, 0:30:01",Bicicleta,"1,53",1533.0,289.0,359,359.0,52.1,,5.304
"10 mar 2025, 13:08:30",Carrera,"6,18",6184.8,2219.0,2219,2219.0,12.6,169.0,2.787
"10 mar 2025, 1:37:38",Carrera,"5,01",5009.4,1622.0,1622,1622.0,4.2,165.0,3.088
"8 mar 2025, 13:02:22",Bicicleta,"27,21",27209.7,6633.0,12898,12898.0,285.0,,4.102
"7 mar 2025, 13:16:44",Bicicleta,"64,54",64542.9,9003.0,10682,10682.0,738.0,160.0,7.169
"5 mar 2025, 13:51:20",Bicicleta,"37,43",37430.1,5995.0,6625,6625.0,510.0,147.0,6.244
"2 mar 2025, 15:02:05",Bicicleta,"44,27",44275.5,9382.0,11864,11864.0,1167.6,145.0,4.719
"1 mar 2025, 20:23:53",Bicicleta,"3,49",3497.3,1184.0,2242,2242.0,64.7,,2.954
"1 mar 2025, 19:07:57",Bicicleta,"4,16",4159.8,1535.0,3829,3829.0,154.6,,2.71
"28 feb 2025, 12:27:21",Bicicleta,"57,07",57069.3,10047.0,11561,11561.0,1127.5,145.0,5.68
"27 feb 2025, 11:57:12",Carrera,"5,30",5300.6,2069.0,2072,2072.0,8.0,,2.562
"26 feb 2025, 13:13:49",Carrera,"5,15",5150.1,1747.0,1747,1747.0,6.8,171.0,2.948
"25 feb 2025, 12:49:51",Bicicleta,"47,79",47791.6,7244.0,8057,8057.0,421.0,137.0,6.597
"24 feb 2025, 23:29:56",Carrera,"5,00",5003.9,1546.0,1546,1546.0,4.3,181.0,3.237
"23 feb 2025, 13:15:53",Bicicleta,"38,68",38688.5,7625.0,8596,8596.0,838.6,151.0,5.074
"22 feb 2025, 13:21:21",Bicicleta,"41,10",41107.9,6805.0,7898,7898.0,667.9,147.0,6.041
"18 feb 2025, 11:56:11",Caminata,"6,31",6316.1,4241.0,4241,4241.0,3.1,,1.489
"17 feb 2025, 14:40:37",Bicicleta,"40,46",40466.8,7055.0,7312,7312.0,609.9,,5.736
"16 feb 2025, 13:47:09",Carrera,"9,77",9774.3,3508.0,3543,3543.0,259.2,175.0,2.786
"15 feb 2025, 11:53:01",Bicicleta,"45,24",45244.3,8234.0,13311,13311.0,532.0,128.0,5.495
"13 feb 2025, 13:55:11",Carrera,"10,14",10148.7,3507.0,4201,4201.0,225.5,168.0,2.894
"12 feb 2025, 19:57:18",Bicicleta,"2,16",2167.2,498.0,498,498.0,54.7,,4.352
"12 feb 2025, 13:13:08",Carrera,"5,02",5019.1,1790.0,2055,2055.0,4.3,158.0,2.804
"11 feb 2025, 13:55:11",Bicicleta,"46,44",46444.1,8094.0,9164,9164.0,777.2,143.0,5.738
"10 feb 2025, 21:17:38",Bicicleta,"20,64",20648.3,3639.0,8173,8173.0,209.3,,5.674
"10 feb 2025, 0:09:16",Carrera,"5,43",5433.6,1945.0,2208,2208.0,7.2,174.0,2.794
"8 feb 2025, 21:00:16",Carrera,"4,97",4970.1,1969.0,3716,3716.0,444.1,,2.524
"6 feb 2025, 12:54:35",Carrera,"10,22",10227.7,3647.0,4114,4114.0,16.5,166.0,2.804
"5 feb 2025, 13:00:20",Carrera,"6,02",6028.8,2381.0,2683,2683.0,0.0,168.0,2.532
"4 feb 2025, 14:48:08",Bicicleta,"36,44",36439.3,6556.0,8683,8683.0,462.0,146.0,5.558
"3 feb 2025, 12:34:48",Carrera,"5,10",5102.3,1959.0,1974,1974.0,11.6,163.0,2.605
"2 feb 2025, 17:06:46",Bicicleta,"19,14",19139.3,2340.0,2992,2992.0,94.0,,8.179
"2 feb 2025, 13:33:27",Carrera,"9,80",9802.9,4046.0,4585,4585.0,258.0,173.0,2.423
"2 feb 2025, 11:49:14",Bicicleta,"22,74",22740.8,4274.0,4699,4699.0,318.0,138.0,5.321
"1 feb 2025, 13:02:15",Bicicleta,"58,65",58650.5,12531.0,17285,17285.0,702.0,,4.68
"31 ene 2025, 22:27:26",Bicicleta,"39,10",39107.8,6680.0,7541,7541.0,455.0,140.0,5.854
"30 ene 2025, 19:48:19",Bicicleta,"7,94",7939.3,1548.0,3778,3778.0,53.3,,5.129
"30 ene 2025, 15:22:22",Bicicleta,"7,39",7395.2,1017.0,1039,1039.0,62.4,,7.272
"30 ene 2025, 12:48:41",Carrera,"5,24",5241.8,1837.0,1840,1840.0,8.3,182.0,2.853
"29 ene 2025, 20:45:06",Bicicleta,"26,93",26935.5,4073.0,4660,4660.0,320.0,167.0,6.613
"27 ene 2025, 13:03:52",Caminata,"4,48",4484.0,3043.0,3127,3127.0,0.0,,1.474
"26 ene 2025, 11:03:52",Bicicleta,"80,75",80757.8,13784.0,22577,22577.0,1067.0,150.0,5.859
"24 ene 2025, 13:24:49",Caminata,"4,50",4503.5,3014.0,3075,3075.0,0.0,,1.494
"23 ene 2025, 22:00:13",Bicicleta,"5,44",5446.4,973.0,7996,7996.0,92.1,,5.598
"16 ene 2025, 21:56:14",Bicicleta,"2,70",2700.3,511.0,511,511.0,61.1,,5.284
"14 ene 2025, 21:54:23",Bicicleta,"5,47",5475.3,1128.0,7360,7360.0,91.2,,4.854
"13 ene 2025, 21:54:31",Bicicleta,"5,39",5396.2,927.0,6305,6305.0,88.0,,5.821
"11 ene 2025, 14:59:39",Bicicleta,"5,43",5432.5,961.0,7564,7564.0,89.3,,5.653
"2 ene 2025, 11:46:19",Caminata,"4,40",4407.0,3346.0,3976,3976.0,0.0,,1.317
"31 dic 2024, 9:59:25",Bicicleta,"104,88",104882.6,18702.0,21483,21483.0,1554.6,149.0,5.608
"29 dic 2024, 11:32:05",Bicicleta,"30,00",30000.7,4677.0,5012,5012.0,418.8,149.0,6.415
"26 dic 2024, 12:59:55",Bicicleta,"33,64",33640.4,6510.0,8019,8019.0,433.0,,5.167
"25 dic 2024, 22:52:56",Bicicleta,"28,17",28170.8,4290.0,4477,4477.0,223.0,,6.567
"21 dic 2024, 12:01:27",Bicicleta,"46,08",46079.9,7495.0,8406,8406.0,660.0,148.0,6.148
"20 dic 2024, 21:56:53",Bicicleta,"5,36",5364.0,971.0,5158,5158.0,89.3,,5.524
"20 dic 2024, 13:29:41",Caminata,"7,12",7128.2,5556.0,6334,6334.0,105.6,,1.283
"19 dic 2024, 12:25:55",Bicicleta,"41,56",41562.9,7285.0,7817,7817.0,683.0,153.0,5.705
"18 dic 2024, 21:55:02",Bicicleta,"5,37",5374.5,984.0,6211,6211.0,90.3,,5.462
"17 dic 2024, 12:48:35",Caminata,"4,03",4032.2,2943.0,3533,3533.0,2.1,,1.37
"16 dic 2024, 22:22:54",Bicicleta,"5,33",5337.8,1018.0,5101,5101.0,88.8,,5.243
"16 dic 2024, 12:54:38",Carrera,"5,00",5003.9,1558.0,1681,1681.0,6.1,173.0,3.212
"15 dic 2024, 21:37:21",Bicicleta,"35,44",35442.2,6047.0,6890,6890.0,457.0,143.0,5.861
"13 dic 2024, 21:00:15",Bicicleta,"5,33",5338.8,859.0,4581,4581.0,88.7,,6.215
"12 dic 2024, 13:21:10",Bicicleta,"39,99",39995.3,6318.0,7459,7459.0,507.0,146.0,6.33
"11 dic 2024, 20:54:11",Bicicleta,"5,40",5400.5,1008.0,5676,5676.0,90.5,,5.358
"11 dic 2024, 13:41:56",Carrera,"6,00",6005.7,2176.0,2361,2361.0,8.5,164.0,2.76
"10 dic 2024, 12:05:39",Caminata,"5,31",5317.7,3093.0,3183,3183.0,91.2,,1.719
"9 dic 2024, 21:55:38",Bicicleta,"6,36",6360.8,1174.0,5288,5288.0,92.9,,5.418
"9 dic 2024, 12:44:54",Bicicleta,"47,24",47240.0,7709.0,8250,8250.0,665.3,148.0,6.128
"6 dic 2024, 11:54:30",Bicicleta,"33,37",33374.6,6285.0,6936,6936.0,688.2,149.0,5.31
"5 dic 2024, 12:47:31",Carrera,"5,05",5058.6,1641.0,1702,1702.0,4.5,173.0,3.083
"4 dic 2024, 21:57:40",Bicicleta,"5,35",5351.3,905.0,4382,4382.0,88.6,,5.913
"4 dic 2024, 14:56:08",Bicicleta,"38,04",38040.6,6463.0,7673,7673.0,543.9,154.0,5.886
"2 dic 2024, 12:34:40",Bicicleta,"44,28",44279.9,7587.0,8348,8348.0,699.0,155.0,5.836
"29 nov 2024, 21:58:30",Bicicleta,"5,26",5261.3,980.0,4476,4476.0,87.8,,5.369
"28 nov 2024, 12:54:39",Bicicleta,"34,54",34542.6,6137.0,7087,7087.0,570.9,146.0,5.629
"27 nov 2024, 13:16:27",Carrera,"6,01",6017.7,2075.0,2156,2156.0,10.3,173.0,2.9
"26 nov 2024, 13:48:26",Bicicleta,"31,74",31745.0,5152.0,6221,6221.0,450.0,152.0,6.162
"24 nov 2024, 21:54:38",Bicicleta,"40,63",40633.2,8589.0,12486,12486.0,528.0,,4.731
"22 nov 2024, 13:58:08",Bicicleta,"41,29",41296.6,6575.0,8135,8135.0,428.0,154.0,6.281
"20 nov 2024, 23:53:17",Bicicleta,"4,11",4111.5,700.0,700,700.0,49.9,,5.874
"20 nov 2024, 13:00:17",Carrera,"3,28",3285.2,1166.0,1381,1381.0,5.0,164.0,2.817
"17 nov 2024, 14:44:43",Bicicleta,"35,46",35468.6,5660.0,7354,7354.0,410.0,,6.267
"14 nov 2024, 13:18:31",Carrera,"5,49",5496.8,1877.0,1880,1880.0,9.3,169.0,2.929
"13 nov 2024, 21:56:57",Bicicleta,"5,48",5485.3,1025.0,4858,4858.0,89.3,,5.352
"13 nov 2024, 15:52:09",Bicicleta,"9,74",9739.6,1775.0,2206,2206.0,49.9,,5.487
"13 nov 2024, 13:42:25",Caminata,"3,88",3879.9,2347.0,2376,2376.0,61.5,,1.653
"10 nov 2024, 13:33:53",Bicicleta,"45,92",45920.6,7976.0,8173,8173.0,807.0,173.0,5.757
"10 nov 2024, 12:48:16",Bicicleta,"5,34",5341.5,1261.0,1724,1724.0,59.0,133.0,4.236
"8 nov 2024, 13:39:36",Bicicleta,"37,05",37053.8,6720.0,7676,7676.0,475.8,125.0,5.514
"7 nov 2024, 12:54:02",Bicicleta,"32,01",32018.2,6550.0,14526,14526.0,327.0,,4.888
"6 nov 2024, 15:56:22",Bicicleta,"8,59",8590.6,1709.0,4381,4381.0,62.7,131.0,5.027
"6 nov 2024, 12:55:47",Bicicleta,"74,02",74020.3,9944.0,10813,10813.0,689.5,145.0,7.444
"5 nov 2024, 23:15:54",Bicicleta,"1,54",1544.8,334.0,359,359.0,49.3,,4.625
"5 nov 2024, 11:33:18",Bicicleta,"53,33",53331.4,7524.0,8985,8985.0,686.9,144.0,7.088
"5 nov 2024, 0:16:19",Carrera,"4,70",4704.7,1757.0,1888,1888.0,11.6,150.0,2.678
"3 nov 2024, 12:59:58",Bicicleta,"80,39",80396.4,12644.0,15429,15429.0,1227.3,145.0,6.358
"1 nov 2024, 15:06:46",Caminata,"8,76",8764.0,8483.0,17716,17716.0,410.0,,1.033
"31 oct 2024, 13:44:07",Carrera,"5,05",5054.8,1617.0,1617,1617.0,4.3,170.0,3.126
"30 oct 2024, 16:35:29",Bicicleta,"13,22",13226.0,2272.0,2669,2669.0,71.0,141.0,5.821
"30 oct 2024, 14:12:03",Bicicleta,"56,20",56200.2,7643.0,8584,8584.0,728.1,158.0,7.353
"29 oct 2024, 13:53:15",Bicicleta,"45,34",45342.8,6902.0,7624,7624.0,623.0,151.0,6.57
"27 oct 2024, 12:48:30",Caminata,"7,72",7727.2,9264.0,22726,22726.0,987.6,,0.834
"26 oct 2024, 11:57:53",Carrera,"6,46",6465.0,1990.0,2307,2307.0,94.4,175.0,3.249
"24 oct 2024, 12:05:51",Bicicleta,"73,08",73080.8,12300.0,13900,13900.0,1413.3,153.0,5.942
"22 oct 2024, 12:27:52",Carrera,"5,06",5065.4,1787.0,1790,1790.0,10.5,156.0,2.835
"20 oct 2024, 10:12:25",Bicicleta,"92,26",92264.3,16737.0,28148,28148.0,1594.5,154.0,5.513
"18 oct 2024, 13:32:30",Bicicleta,"52,13",52130.0,6607.0,7258,7258.0,453.6,154.0,7.89
"17 oct 2024, 12:45:43",Carrera,"5,46",5466.2,1895.0,1895,1895.0,0.0,169.0,2.885
"16 oct 2024, 22:57:54",Bicicleta,"6,09",6091.3,1629.0,5800,5800.0,59.4,,3.739
"16 oct 2024, 11:16:42",Bicicleta,"71,92",71921.7,9586.0,10356,10356.0,926.7,161.0,7.503
"13 oct 2024, 9:59:36",Bicicleta,"73,45",73455.6,13897.0,21416,21416.0,1476.3,151.0,5.286
"12 oct 2024, 13:20:21",Carrera,"2,76",2768.2,931.0,986,986.0,0.0,171.0,2.973
"11 oct 2024, 14:33:35",Bicicleta,"54,08",54085.1,8325.0,9216,9216.0,782.4,161.0,6.497
"10 oct 2024, 16:37:11",Bicicleta,"33,12",33122.1,5416.0,5512,5512.0,486.0,159.0,6.116
"8 oct 2024, 15:14:37",Entrenamiento con pesas,0,0.0,4927.0,4927,4927.0,0.0,127.0,0.0
"8 oct 2024, 12:55:52",Caminata,"5,22",5225.2,3151.0,3151,3151.0,86.2,,1.658
"7 oct 2024, 21:30:22",Bicicleta,"5,29",5291.2,805.0,5389,5389.0,87.7,,6.573
"5 oct 2024, 13:02:58",Bicicleta,"36,91",36913.9,7933.0,18051,18051.0,381.0,,4.653
"4 oct 2024, 14:47:05",Bicicleta,"33,23",33236.5,4540.0,4573,4573.0,419.0,168.0,7.321
"2 oct 2024, 13:24:42",Bicicleta,"35,72",35722.1,5615.0,6060,6060.0,500.2,162.0,6.362
"30 sept 2024, 11:59:59",Bicicleta,"38,45",38450.4,6936.0,8044,8044.0,738.8,160.0,5.544
"25 sept 2024, 20:52:23",Bicicleta,"5,43",5429.7,909.0,5246,5246.0,89.1,,5.973
"25 sept 2024, 12:53:03",Carrera,"5,10",5100.0,1650.0,1650,1650.0,0.0,,3.091
"24 sept 2024, 11:31:49",Bicicleta,"38,36",38360.9,6401.0,8031,8031.0,543.0,158.0,5.993
"20 sept 2024, 22:55:04",Bicicleta,"9,50",9508.4,1907.0,7756,7756.0,70.3,,4.986
"20 sept 2024, 13:19:04",Bicicleta,"42,94",42942.4,6504.0,7138,7138.0,634.0,160.0,6.602
"18 sept 2024, 20:55:30",Bicicleta,"5,34",5341.9,936.0,5300,5300.0,89.1,,5.707
"18 sept 2024, 12:39:10",Caminata,"4,06",4062.8,2408.0,2484,2484.0,68.4,,1.687
"18 sept 2024, 1:50:43",Caminata,"4,44",4444.9,2945.0,2967,2967.0,0.0,,1.509
"15 sept 2024, 18:55:04",Caminata,"1,35",1349.0,1590.0,3973,3973.0,183.0,,0.848
"13 sept 2024, 0:14:35",Caminata,"5,01",5015.4,3761.0,4064,4064.0,0.0,,1.334
"12 sept 2024, 13:01:42",Carrera,"10,08",10082.3,3766.0,3775,3775.0,16.5,171.0,2.677
"11 sept 2024, 22:56:13",Bicicleta,"35,28",35281.7,6418.0,8844,8844.0,663.0,153.0,5.497
"11 sept 2024, 0:17:19",Caminata,"4,39",4391.3,3337.0,3617,3617.0,0.0,,1.316
"10 sept 2024, 12:47:27",Carrera,"5,36",5360.5,1832.0,1832,1832.0,0.0,174.0,2.926
"8 sept 2024, 23:56:14",Caminata,"7,98",7981.9,5409.0,5960,5960.0,61.5,,1.476
"7 sept 2024, 22:37:20",Bicicleta,"31,24",31246.9,4873.0,5844,5844.0,375.0,148.0,6.412
"4 sept 2024, 1:08:48",Bicicleta,"3,30",3300.9,650.0,1953,1953.0,31.0,126.0,5.078
"3 sept 2024, 22:47:17",Bicicleta,"31,94",31941.9,5911.0,8343,8343.0,493.0,148.0,5.404
"1 sept 2024, 10:37:09",Bicicleta,"106,74",106748.0,14780.0,17710,17710.0,901.0,147.0,7.222
"30 ago 2024, 20:49:47",Bicicleta,"5,35",5358.4,1151.0,7194,7194.0,87.7,,4.655
"30 ago 2024, 15:21:27",Entrenamiento,0,0.0,1149.0,1149,1149.0,0.0,117.0,0.0
"30 ago 2024, 14:20:21",Carrera,"6,48",6480.3,2118.0,2458,2458.0,94.2,167.0,3.06
"29 ago 2024, 12:29:30",Bicicleta,"60,00",60003.4,9625.0,10484,10484.0,1036.0,157.0,6.234
"27 ago 2024, 22:13:42",Natación,350,350.0,331.0,331,331.0,,,1.057
"26 ago 2024, 15:21:41",Entrenamiento con pesas,0,0.0,5660.0,5660,5660.0,0.0,124.0,0.0
"26 ago 2024, 13:55:52",Caminata,"4,06",4066.9,2141.0,2219,2219.0,65.9,,1.9
"25 ago 2024, 16:26:24",Caminata,"7,95",7949.8,6561.0,14159,14159.0,157.6,,1.212
"24 ago 2024, 20:58:06",Bicicleta,"16,20",16204.9,2482.0,2744,2744.0,163.0,138.0,6.529
"24 ago 2024, 18:12:19",Bicicleta,"28,63",28629.5,4067.0,4657,4657.0,242.0,152.0,7.039
"23 ago 2024, 20:55:45",Bicicleta,"5,53",5530.8,948.0,4908,4908.0,94.0,,5.834
"23 ago 2024, 13:03:20",Carrera,"4,50",4500.0,1340.0,1340,1340.0,,,3.358
"22 ago 2024, 23:02:21",Bicicleta,"40,84",40845.6,6981.0,8422,8422.0,480.0,139.0,5.851
"22 ago 2024, 18:00:47",Entrenamiento con pesas,0,0.0,3600.0,3600,3600.0,0.0,,0.0
"22 ago 2024, 14:40:08",Caminata,"5,00",5000.0,3360.0,3360,3360.0,,,1.488
"21 ago 2024, 21:00:45",Bicicleta,"5,61",5610.7,1060.0,5347,5347.0,88.1,,5.293
"20 ago 2024, 22:59:59",Bicicleta,"39,80",39800.9,8846.0,12719,12719.0,494.0,,4.499
"18 ago 2024, 11:01:35",Bicicleta,"73,73",73731.9,14415.0,28761,28761.0,1288.0,147.0,5.115
"17 ago 2024, 16:06:04",Bicicleta,"7,42",7425.9,971.0,971,971.0,16.9,,7.648
"17 ago 2024, 13:07:51",Carrera,"7,68",7686.7,5761.0,8092,8092.0,395.4,,1.334
"17 ago 2024, 12:37:14",Bicicleta,"9,93",9930.3,1304.0,1304,1304.0,111.8,,7.615
"16 ago 2024, 13:10:27",Carrera,"5,50",5500.0,1920.0,1920,1920.0,0.0,,2.865
"14 ago 2024, 22:55:31",Bicicleta,"43,41",43418.1,6988.0,9965,9965.0,484.0,147.0,6.213
"13 ago 2024, 13:45:45",Carrera,"5,00",5000.0,1860.0,1860,1860.0,,,2.688
"12 ago 2024, 20:55:49",Bicicleta,"6,08",6081.6,1310.0,5136,5136.0,102.2,,4.642
"10 ago 2024, 21:40:13",Bicicleta,"33,64",33646.9,5540.0,6432,6432.0,396.0,145.0,6.073
"9 ago 2024, 12:45:31",Caminata,"5,40",5400.0,3600.0,3600,3600.0,,,1.5
"8 ago 2024, 12:54:39",Bicicleta,"40,55",40551.7,7927.0,18479,18479.0,519.0,138.0,5.116
"6 ago 2024, 23:13:07",Bicicleta,"44,48",44479.7,8555.0,11943,11943.0,431.0,,5.199
"4 ago 2024, 13:53:04",Carrera,"10,20",10200.0,3360.0,3360,3360.0,,,3.036
"3 ago 2024, 11:44:52",Carrera,"5,60",5600.0,2240.0,2240,2240.0,,,2.5
"2 ago 2024, 21:41:40",Natación,725,725.0,3479.0,3479,3479.0,0.0,,0.208
"2 ago 2024, 13:17:05",Carrera,"6,60",6600.0,2490.0,2490,2490.0,,,2.651
"1 ago 2024, 12:46:54",Bicicleta,"40,66",40667.4,8126.0,9288,9288.0,730.0,149.0,5.005
"31 jul 2024, 16:55:45",Caminata,"0,84",844.0,745.0,1536,1536.0,29.4,,1.133
"30 jul 2024, 0:17:24",Caminata,"3,46",3463.8,2898.0,3098,3098.0,0.0,,1.195
"28 jul 2024, 14:36:31",Caminata,"6,88",6885.2,7899.0,13181,13181.0,712.6,,0.872
"27 jul 2024, 13:57:56",Caminata,"8,35",8349.8,8617.0,9887,9887.0,225.0,,0.969
"21 jul 2024, 13:44:21",Bicicleta,"57,07",57074.8,9048.0,9235,9235.0,821.0,162.0,6.308
"21 jul 2024, 13:12:12",Bicicleta,"5,78",5783.6,1085.0,1133,1133.0,37.0,138.0,5.33
"20 jul 2024, 14:15:51",Bicicleta,"19,58",19581.4,7719.0,33625,33625.0,120.6,,2.537
