Fecha de la actividad,Tipo de actividad,Distancia,Distancia.1,Tiempo en movimiento,Tiempo transcurrido,Tiempo transcurrido.1,Desnivel positivo,Ritmo cardiaco promedio,Velocidad promedio
"6 ene 2021, 21:27:34",Bicicleta,"12,24",12239.8,5485.0,18137,18137.0,93.8,,2.232
"5 ene 2021, 21:18:51",Bicicleta,"40,54",40542.4,9506.0,11899,11899.0,638.1,,4.265
"4 ene 2021, 23:22:33",Bicicleta,"6,08",6083.9,2018.0,7121,7121.0,63.8,,3.015
"4 ene 2021, 21:06:35",Carrera,"3,28",3282.7,2655.0,5940,5940.0,2.1,,1.236
"3 ene 2021, 21:11:52",Bicicleta,"3,36",3360.3,1267.0,1360,1360.0,39.4,,2.652
"3 ene 2021, 17:07:23",Caminata,"5,46",5461.8,2463.0,4438,4438.0,20.9,,2.218
"2 ene 2021, 12:47:42",Bicicleta,"92,36",92359.0,15136.0,20638,20638.0,842.2,,6.102
"1 ene 2021, 20:06:20",Bicicleta,"26,06",26065.8,7284.0,11512,11512.0,282.4,,3.579
"31 dic 2020, 21:26:40",Carrera,"4,00",4003.1,4595.0,9443,9443.0,0.0,,0.871
"29 dic 2020, 21:28:59",Bicicleta,"12,35",12349.5,5840.0,9334,9334.0,239.4,,2.115
"28 dic 2020, 21:42:29",Bicicleta,"8,84",8839.5,3275.0,17872,17872.0,66.0,,2.699
"27 dic 2020, 12:11:26",Bicicleta,"70,06",70060.9,14985.0,34810,34810.0,992.9,,4.675
"26 dic 2020, 14:53:14",Bicicleta,"6,87",6876.2,2906.0,3603,3603.0,90.5,,2.366
"25 dic 2020, 18:56:59",Bicicleta,"30,91",30912.8,8200.0,19170,19170.0,266.9,,3.77
"24 dic 2020, 21:22:55",Carrera,"3,13",3129.6,2224.0,3245,3245.0,0.0,,1.407
"23 dic 2020, 21:23:56",Bicicleta,"12,75",12755.4,3388.0,8095,8095.0,100.2,,3.765
"22 dic 2020, 20:49:57",Bicicleta,"30,33",30332.2,6655.0,19732,19732.0,445.5,,4.558
"21 dic 2020, 21:54:44",Bicicleta,"20,03",20034.4,4692.0,5988,5988.0,122.6,,4.27
"19 dic 2020, 22:50:48",Bicicleta,"16,67",16673.2,4876.0,7151,7151.0,118.8,,3.419
"18 dic 2020, 23:51:22",Bicicleta,"2,66",2664.8,1094.0,4594,4594.0,19.9,,2.436
"17 dic 2020, 23:47:44",Bicicleta,"2,91",2909.0,1378.0,7190,7190.0,18.0,,2.111
"16 dic 2020, 21:19:40",Bicicleta,"10,98",10979.7,4263.0,17195,17195.0,110.0,,2.576
"14 dic 2020, 23:12:11",Bicicleta,"6,02",6021.3,2193.0,7797,7797.0,67.0,,2.746
"13 dic 2020, 12:58:56",Bicicleta,"67,25",67258.4,12764.0,17279,17279.0,795.3,,5.269
"11 dic 2020, 20:38:03",Bicicleta,"22,40",22407.4,6829.0,10650,10650.0,242.4,,3.281
"10 dic 2020, 21:16:20",Bicicleta,"20,55",20556.3,6023.0,15775,15775.0,141.3,,3.413
"9 dic 2020, 20:55:26",Bicicleta,"9,06",9068.4,4488.0,16922,16922.0,81.9,,2.021
"8 dic 2020, 21:46:09",Carrera,"3,27",3277.7,1902.0,7534,7534.0,0.0,,1.723
"7 dic 2020, 23:22:03",Bicicleta,"2,68",2686.6,529.0,558,558.0,30.4,,5.079
"4 dic 2020, 22:44:57",Caminata,"2,73",2735.4,2592.0,10048,10048.0,15.9,,1.055
"3 dic 2020, 19:02:34",Bicicleta,"22,19",22198.2,7681.0,14211,14211.0,238.3,,2.89
"2 dic 2020, 21:41:32",Bicicleta,"7,84",7846.2,3479.0,14518,14518.0,89.0,,2.255
"1 dic 2020, 21:19:50",Carrera,"4,72",4721.4,7066.0,9852,9852.0,2.5,,0.668
"30 nov 2020, 23:05:27",Bicicleta,"7,67",7673.3,3297.0,9837,9837.0,82.4,,2.327
"29 nov 2020, 15:14:48",Bicicleta,"47,29",47297.1,12017.0,25981,25981.0,467.2,,3.936
"28 nov 2020, 12:26:14",Caminata,"5,66",5661.1,3465.0,4899,4899.0,16.5,,1.634
"20 nov 2020, 21:07:25",Carrera,"6,69",6698.4,5944.0,15731,15731.0,18.9,,1.127
"19 nov 2020, 23:43:49",Caminata,"2,43",2433.9,1901.0,7457,7457.0,14.4,,1.28
"17 nov 2020, 21:28:06",Carrera,"3,84",3848.3,5336.0,6353,6353.0,0.0,,0.721
"16 nov 2020, 23:11:07",Bicicleta,"4,44",4448.2,1719.0,8847,8847.0,44.8,,2.588
"16 nov 2020, 13:34:23",Carrera,"1,27",1275.2,1696.0,5200,5200.0,8.4,,0.752
"14 nov 2020, 13:34:49",Bicicleta,"20,69",20689.4,7907.0,20207,20207.0,309.4,,2.617
"12 nov 2020, 23:56:25",Bicicleta,"2,97",2977.4,4188.0,9774,9774.0,14.5,,0.711
"10 nov 2020, 21:02:39",Carrera,"3,01",3014.4,2056.0,11378,11378.0,0.0,,1.466
"9 nov 2020, 23:09:38",Bicicleta,"5,09",5089.2,1794.0,9992,9992.0,45.5,,2.837
"9 nov 2020, 21:13:56",Caminata,"5,24",5240.1,3917.0,4832,4832.0,0.0,,1.338
"5 nov 2020, 23:50:36",Bicicleta,"5,31",5312.5,2515.0,6258,6258.0,22.5,,2.112
"5 nov 2020, 21:20:41",Carrera,"1,38",1381.0,823.0,1968,1968.0,0.0,,1.678
"4 nov 2020, 21:36:42",Bicicleta,"8,00",7999.2,3389.0,17041,17041.0,63.1,,2.36
"1 nov 2020, 0:36:18",Bicicleta,"3,82",3823.1,2223.0,6182,6182.0,38.9,,1.72
"31 oct 2020, 13:15:25",Caminata,"3,11",3109.8,2268.0,3210,3210.0,15.4,,1.371
"30 oct 2020, 21:09:05",Carrera,"0,81",811.2,362.0,512,512.0,0.0,,2.241
"27 oct 2020, 18:35:49",Bicicleta,"6,40",6406.2,2329.0,11380,11380.0,102.8,,2.751
"26 oct 2020, 19:35:39",Bicicleta,"12,66",12660.9,4218.0,25022,25022.0,157.2,,3.002
"25 oct 2020, 11:02:53",Bicicleta,"7,43",7437.9,3074.0,6442,6442.0,163.8,,2.42
"24 oct 2020, 14:06:41",Bicicleta,"24,44",24443.5,9168.0,22209,22209.0,227.6,,2.666
"17 oct 2020, 13:27:41",Bicicleta,"36,42",36423.7,11840.0,29987,29987.0,364.1,,3.076
"9 oct 2020, 12:46:44",Bicicleta,"25,52",25520.9,7613.0,19047,19047.0,242.1,,3.352
